Survey_Date,Age,Age_group,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Burnout_score,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range
2025-06-19,59,51-65,Female,Europe,Retail,Customer Service Manager,Hybrid,51,None,Medium,5,3,Back Pain,4,$100K-120K
2025-06-19,31,20-35,Female,North America,Marketing,Customer Service Manager,Onsite,51,Anxiety,Medium,4,3,Back Pain; Neck Pain,2,$60K-80K
2025-06-19,49,36-50,Female,Africa,Customer Service,Customer Service Manager,Onsite,39,Anxiety,Low,2,4,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-19,26,20-35,Male,Asia,Manufacturing,Customer Service Manager,Onsite,40,Burnout,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-20,50,36-50,Female,South America,Customer Service,Customer Service Manager,Hybrid,62,None,Medium,5,2,Shoulder Pain,4,$80K-100K
2025-06-20,59,51-65,Male,North America,Healthcare,Customer Service Manager,Onsite,50,ADHD,Low,2,3,Eye Strain,2,$40K-60K
2025-06-21,62,51-65,Non-binary,North America,Customer Service,Customer Service Manager,Onsite,38,Burnout,Low,2,2,Back Pain; Neck Pain; Wrist Pain,3,$60K-80K
2025-06-21,24,20-35,Female,Africa,Finance,Customer Service Manager,Onsite,38,PTSD,Low,3,4,Back Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-21,47,36-50,Female,Oceania,Professional Services,Customer Service Manager,Onsite,58,Burnout,Medium,6,1,Back Pain; Neck Pain,1,$80K-100K
2025-06-21,39,36-50,Female,Oceania,Marketing,Customer Service Manager,Onsite,51,None,Low,2,3,None,2,$100K-120K
2025-06-21,46,36-50,Male,Africa,Professional Services,Customer Service Manager,Onsite,46,None,Low,3,3,Shoulder Pain; Eye Strain,1,$100K-120K
2025-06-21,63,51-65,Female,Europe,Finance,Customer Service Manager,Hybrid,44,Anxiety,Medium,5,5,Back Pain; Shoulder Pain,2,$40K-60K
2025-06-22,54,51-65,Non-binary,Oceania,Manufacturing,Customer Service Manager,Onsite,64,Burnout,High,7,1,Shoulder Pain,3,$60K-80K
2025-06-22,27,20-35,Female,North America,Education,Customer Service Manager,Hybrid,60,ADHD,Low,1,3,Shoulder Pain,4,$60K-80K
2025-06-22,25,20-35,Female,Oceania,Technology,Customer Service Manager,Remote,50,None,Medium,6,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$40K-60K
2025-06-22,45,36-50,Female,Oceania,Retail,Customer Service Manager,Onsite,54,PTSD,High,10,1,Shoulder Pain; Wrist Pain,1,$120K+
2025-06-22,63,51-65,Male,South America,Professional Services,Customer Service Manager,Hybrid,46,None,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-22,40,36-50,Female,North America,Education,Customer Service Manager,Remote,37,Burnout,Medium,5,2,Wrist Pain,4,$40K-60K
2025-06-22,63,51-65,Female,Asia,Finance,Customer Service Manager,Onsite,37,Depression,High,8,4,Shoulder Pain; Eye Strain,1,$120K+
2025-06-22,43,36-50,Male,Asia,Professional Services,Customer Service Manager,Hybrid,58,None,Low,2,4,Back Pain; Eye Strain,3,$80K-100K
2025-06-23,36,36-50,Male,South America,Manufacturing,Customer Service Manager,Remote,57,ADHD,Low,1,2,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-23,39,36-50,Male,Europe,Professional Services,Customer Service Manager,Onsite,53,Anxiety,Medium,4,2,Back Pain; Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-23,37,36-50,Male,Africa,Retail,Customer Service Manager,Onsite,62,None,Medium,5,2,Eye Strain; Neck Pain,3,$120K+
2025-06-23,43,36-50,Female,Africa,Manufacturing,Customer Service Manager,Hybrid,39,Depression,Medium,5,3,Neck Pain,2,$80K-100K
2025-06-23,27,20-35,Non-binary,Asia,Education,Customer Service Manager,Onsite,42,Anxiety,Medium,5,5,Back Pain; Shoulder Pain; Eye Strain,1,$40K-60K
2025-06-24,53,51-65,Female,North America,Retail,Customer Service Manager,Onsite,36,Anxiety,High,10,4,None,2,$60K-80K
2025-06-24,38,36-50,Male,Africa,Marketing,Customer Service Manager,Onsite,60,PTSD,Low,2,3,Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-24,22,20-35,Female,Africa,Retail,Customer Service Manager,Onsite,65,PTSD,Low,3,4,Back Pain; Eye Strain,2,$60K-80K
2025-06-25,24,20-35,Female,Asia,Technology,Customer Service Manager,Remote,64,ADHD,Medium,6,5,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-25,65,51-65,Male,Oceania,Manufacturing,Customer Service Manager,Remote,56,Stress Disorder,High,10,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,4,$60K-80K
2025-06-26,31,20-35,Female,Oceania,Retail,Customer Service Manager,Onsite,48,None,Low,1,3,Back Pain; Shoulder Pain; Eye Strain,2,$100K-120K
2025-06-26,33,20-35,Female,Africa,Professional Services,Customer Service Manager,Hybrid,57,PTSD,Medium,5,3,Eye Strain,4,$80K-100K
2025-06-26,65,51-65,Male,North America,Technology,Customer Service Manager,Hybrid,55,None,Medium,4,4,Shoulder Pain; Neck Pain,1,$40K-60K
2025-06-26,49,36-50,Female,Africa,Manufacturing,Customer Service Manager,Remote,38,None,Low,1,4,Eye Strain,4,$80K-100K
2025-06-26,60,51-65,Female,Africa,Marketing,Customer Service Manager,Onsite,39,Stress Disorder,Medium,6,4,Back Pain,2,$60K-80K
2025-06-26,34,20-35,Male,North America,Professional Services,Customer Service Manager,Hybrid,37,ADHD,Low,1,3,Shoulder Pain; Eye Strain; Neck Pain,3,$120K+
2025-06-26,26,20-35,Male,Asia,Finance,Customer Service Manager,Onsite,49,Anxiety,High,10,3,Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-26,24,20-35,Female,Oceania,Healthcare,Customer Service Manager,Onsite,47,None,Medium,5,2,None,1,$40K-60K
2025-06-01,27,20-35,Female,Asia,Professional Services,Data Analyst,Onsite,64,Stress Disorder,High,9,3,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-01,37,36-50,Female,Asia,Professional Services,Data Analyst,Onsite,37,Stress Disorder,High,9,4,Back Pain,2,$80K-100K
2025-06-01,40,36-50,Female,Europe,Education,Data Analyst,Onsite,63,ADHD,Medium,4,1,Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-01,30,20-35,Male,Oceania,Professional Services,Data Analyst,Hybrid,36,Anxiety,High,8,3,Neck Pain,2,$60K-80K
2025-06-01,26,20-35,Female,South America,Customer Service,Data Analyst,Hybrid,59,Stress Disorder,Medium,6,2,Back Pain; Wrist Pain,5,$40K-60K
2025-06-01,54,51-65,Female,South America,Customer Service,Data Analyst,Hybrid,45,None,Medium,6,1,Back Pain; Eye Strain,1,$80K-100K
2025-06-01,31,20-35,Female,North America,Technology,Data Analyst,Remote,45,ADHD,Medium,5,3,Eye Strain,2,$80K-100K
2025-06-02,49,36-50,Female,South America,Technology,Data Analyst,Hybrid,49,ADHD,Low,1,1,None,1,$60K-80K
2025-06-02,27,20-35,Female,North America,Finance,Data Analyst,Onsite,44,Depression,Low,2,5,Shoulder Pain,3,$60K-80K
2025-06-02,64,51-65,Male,North America,Finance,Data Analyst,Onsite,42,Anxiety,High,8,3,None,1,$80K-100K
2025-06-03,64,51-65,Male,North America,Manufacturing,Data Analyst,Hybrid,56,Depression,High,10,2,Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-03,31,20-35,Female,Oceania,Technology,Data Analyst,Hybrid,49,Depression,Low,1,1,Back Pain; Neck Pain,4,$60K-80K
2025-06-03,24,20-35,Male,South America,Technology,Data Analyst,Hybrid,56,ADHD,Low,2,3,Back Pain; Eye Strain; Wrist Pain,2,$120K+
2025-06-04,45,36-50,Male,Oceania,Education,Data Analyst,Hybrid,61,None,High,10,3,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-04,33,20-35,Female,North America,Professional Services,Data Analyst,Hybrid,59,ADHD,Medium,4,3,Shoulder Pain,2,$40K-60K
2025-06-04,58,51-65,Male,Oceania,Manufacturing,Data Analyst,Onsite,55,ADHD,Medium,5,3,Back Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-04,53,51-65,Male,Europe,Technology,Data Analyst,Remote,41,PTSD,Medium,4,2,Eye Strain,4,$80K-100K
2025-06-04,32,20-35,Male,Asia,Healthcare,Data Analyst,Hybrid,57,PTSD,High,9,4,Shoulder Pain,5,$80K-100K
2025-06-04,41,36-50,Male,Asia,Healthcare,Data Analyst,Onsite,57,Anxiety,Low,1,3,Back Pain; Shoulder Pain; Wrist Pain,2,$120K+
2025-06-04,41,36-50,Female,Asia,Healthcare,Data Analyst,Onsite,47,Stress Disorder,Medium,6,3,Wrist Pain,2,$80K-100K
2025-06-05,59,51-65,Male,North America,Professional Services,Data Analyst,Onsite,60,Anxiety,Medium,5,2,Back Pain; Neck Pain,3,$60K-80K
2025-06-05,37,36-50,Male,Asia,Education,Data Analyst,Onsite,56,Burnout,Medium,5,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,2,$80K-100K
2025-06-05,44,36-50,Female,Africa,Manufacturing,Data Analyst,Onsite,50,None,High,7,3,Wrist Pain,1,$40K-60K
2025-06-05,47,36-50,Male,Oceania,Technology,Data Analyst,Hybrid,47,Stress Disorder,Medium,5,3,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-05,65,51-65,Male,South America,Healthcare,Data Analyst,Onsite,64,None,Medium,6,3,Back Pain; Shoulder Pain; Eye Strain,2,$100K-120K
2025-06-05,50,36-50,Male,Africa,Technology,Data Analyst,Hybrid,44,Anxiety,High,10,5,Shoulder Pain,2,$40K-60K
2025-06-05,39,36-50,Female,North America,Professional Services,Data Analyst,Remote,49,None,High,9,3,Wrist Pain,3,$60K-80K
2025-06-05,33,20-35,Male,South America,Manufacturing,Data Analyst,Remote,37,None,High,7,1,Back Pain; Eye Strain; Neck Pain; Wrist Pain,1,$60K-80K
2025-06-06,43,36-50,Female,Oceania,Technology,Data Analyst,Hybrid,48,Stress Disorder,Low,1,2,Eye Strain,1,$80K-100K
2025-06-06,56,51-65,Female,South America,Manufacturing,Data Analyst,Hybrid,52,Anxiety,Low,1,1,Back Pain; Eye Strain,2,$80K-100K
2025-06-06,33,20-35,Male,South America,Retail,Data Analyst,Remote,62,Burnout,Medium,6,2,Back Pain; Eye Strain; Neck Pain,4,$60K-80K
2025-06-06,56,51-65,Male,Asia,Finance,Data Analyst,Onsite,51,Depression,High,7,2,Back Pain; Shoulder Pain,1,$100K-120K
2025-06-06,22,20-35,Male,Asia,Education,Data Analyst,Onsite,35,None,Medium,5,1,Shoulder Pain; Neck Pain,3,$40K-60K
2025-06-06,51,51-65,Male,Asia,Professional Services,Data Analyst,Hybrid,53,Anxiety,Low,2,4,Back Pain,4,$100K-120K
2025-06-07,52,51-65,Female,South America,Technology,Data Analyst,Remote,43,None,High,7,3,Shoulder Pain,3,$60K-80K
2025-06-07,47,36-50,Male,Africa,Professional Services,Data Analyst,Onsite,36,Burnout,High,7,2,Back Pain; Eye Strain; Neck Pain,1,$60K-80K
2025-06-07,51,51-65,Male,North America,Professional Services,Data Analyst,Hybrid,45,Anxiety,High,10,4,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-07,44,36-50,Male,Africa,Professional Services,Data Analyst,Hybrid,47,Burnout,Medium,4,3,Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-07,60,51-65,Male,Oceania,Professional Services,Data Analyst,Remote,47,Depression,Medium,4,1,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,4,$40K-60K
2025-06-07,30,20-35,Male,Africa,Technology,Data Analyst,Remote,46,ADHD,Medium,4,1,Back Pain; Shoulder Pain; Eye Strain,4,$40K-60K
2025-06-08,29,20-35,Female,Europe,Professional Services,Data Analyst,Onsite,48,None,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-08,56,51-65,Female,North America,Manufacturing,Data Analyst,Hybrid,36,None,Medium,5,3,Wrist Pain,3,$40K-60K
2025-06-08,26,20-35,Male,Asia,Technology,Data Analyst,Hybrid,64,None,Medium,6,3,Back Pain; Eye Strain,2,$40K-60K
2025-06-09,54,51-65,Male,Africa,Marketing,Data Analyst,Onsite,58,Burnout,Low,2,5,Eye Strain,1,$60K-80K
2025-06-09,63,51-65,Male,Africa,Education,Data Analyst,Onsite,37,Stress Disorder,Medium,5,1,Eye Strain,2,$60K-80K
2025-06-10,52,51-65,Female,South America,Customer Service,Data Analyst,Onsite,58,Burnout,Medium,5,3,None,2,$60K-80K
2025-06-10,59,51-65,Male,Europe,Retail,Data Analyst,Onsite,36,Depression,Low,3,5,Back Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-11,44,36-50,Male,South America,Professional Services,Data Analyst,Hybrid,50,None,Low,2,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,4,$40K-60K
2025-06-11,43,36-50,Male,Europe,Professional Services,Data Analyst,Onsite,56,PTSD,Medium,6,4,Eye Strain,2,$60K-80K
2025-06-11,28,20-35,Female,Asia,Professional Services,Data Analyst,Remote,55,PTSD,Low,3,2,Back Pain; Shoulder Pain,3,$40K-60K
2025-06-11,47,36-50,Female,North America,Manufacturing,Data Analyst,Remote,36,Anxiety,High,9,3,Back Pain; Wrist Pain,4,$80K-100K
2025-06-12,33,20-35,Male,North America,Finance,Data Analyst,Onsite,41,Stress Disorder,Medium,4,4,Shoulder Pain; Eye Strain; Neck Pain,3,$40K-60K
2025-06-12,23,20-35,Female,Asia,Manufacturing,Data Analyst,Hybrid,49,None,High,7,5,Back Pain; Eye Strain,2,$120K+
2025-06-12,49,36-50,Male,Europe,Retail,Data Analyst,Onsite,51,Anxiety,Low,3,1,Back Pain; Eye Strain,1,$80K-100K
2025-06-12,28,20-35,Female,South America,Professional Services,Data Analyst,Onsite,44,Anxiety,Low,2,3,Shoulder Pain,3,$80K-100K
2025-06-12,33,20-35,Male,Asia,Retail,Data Analyst,Onsite,40,ADHD,Low,1,4,None,1,$40K-60K
2025-06-12,47,36-50,Male,South America,Technology,Data Analyst,Hybrid,61,PTSD,High,7,4,Back Pain; Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-12,65,51-65,Female,Africa,Professional Services,Data Analyst,Remote,53,Burnout,High,8,2,Eye Strain,3,$60K-80K
2025-06-13,45,36-50,Female,Oceania,Professional Services,Data Analyst,Onsite,55,Stress Disorder,High,8,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-13,43,36-50,Female,Oceania,Technology,Data Analyst,Remote,45,ADHD,Medium,6,3,Back Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-14,53,51-65,Non-binary,Oceania,Retail,Data Analyst,Onsite,36,None,Low,1,3,Back Pain; Neck Pain,2,$120K+
2025-06-14,58,51-65,Female,South America,Professional Services,Data Analyst,Hybrid,59,Stress Disorder,Low,3,4,Back Pain,2,$60K-80K
2025-06-14,51,51-65,Female,Africa,Professional Services,Data Analyst,Hybrid,40,None,High,9,3,Shoulder Pain; Eye Strain; Neck Pain,1,$60K-80K
2025-06-14,33,20-35,Female,North America,Healthcare,Data Analyst,Onsite,60,Stress Disorder,High,8,2,Shoulder Pain,3,$60K-80K
2025-06-14,59,51-65,Female,North America,Education,Data Analyst,Onsite,60,None,High,10,4,Back Pain; Eye Strain,3,$60K-80K
2025-06-15,28,20-35,Male,Asia,Manufacturing,Data Analyst,Hybrid,55,Burnout,High,9,3,Back Pain; Shoulder Pain; Wrist Pain,4,$40K-60K
2025-06-15,26,20-35,Female,Asia,Education,Data Analyst,Onsite,60,None,Low,3,2,Shoulder Pain,4,$60K-80K
2025-06-15,36,36-50,Female,South America,Manufacturing,Data Analyst,Hybrid,48,None,High,10,1,Back Pain,1,$100K-120K
2025-06-15,27,20-35,Female,Europe,Professional Services,Data Analyst,Onsite,38,PTSD,Medium,6,3,Back Pain; Eye Strain,1,$120K+
2025-06-16,54,51-65,Male,Africa,Manufacturing,Data Analyst,Remote,43,ADHD,Medium,4,2,Back Pain; Shoulder Pain; Eye Strain,5,$40K-60K
2025-06-16,28,20-35,Male,Africa,Technology,Data Analyst,Hybrid,40,Stress Disorder,Medium,6,3,Shoulder Pain,4,$40K-60K
2025-06-16,49,36-50,Male,Oceania,Professional Services,Data Analyst,Hybrid,37,Anxiety,Medium,5,4,None,1,$100K-120K
2025-06-16,58,51-65,Male,Oceania,Finance,Data Analyst,Remote,53,Burnout,High,8,3,Back Pain; Eye Strain,5,$40K-60K
2025-06-16,33,20-35,Male,Europe,Education,Data Analyst,Onsite,38,Anxiety,High,7,4,Wrist Pain,1,$80K-100K
2025-06-16,27,20-35,Female,South America,Retail,Data Analyst,Hybrid,40,Burnout,Low,3,1,Back Pain,4,$60K-80K
2025-06-16,39,36-50,Male,Asia,Finance,Data Analyst,Onsite,58,None,Medium,4,3,Shoulder Pain,3,$80K-100K
2025-06-16,42,36-50,Female,North America,Manufacturing,Data Analyst,Onsite,50,PTSD,Low,2,5,Shoulder Pain,1,$60K-80K
2025-06-17,57,51-65,Female,South America,Professional Services,Data Analyst,Remote,41,Depression,Low,2,3,Back Pain,5,$40K-60K
2025-06-17,40,36-50,Male,North America,Manufacturing,Data Analyst,Onsite,47,None,Low,2,2,Back Pain; Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-17,44,36-50,Prefer not to say,Asia,Professional Services,Data Analyst,Hybrid,58,None,High,10,3,Shoulder Pain,3,$60K-80K
2025-06-18,26,20-35,Male,Oceania,Professional Services,Data Analyst,Remote,56,Stress Disorder,Medium,5,4,Neck Pain,2,$100K-120K
2025-06-18,29,20-35,Female,North America,Technology,Data Analyst,Onsite,52,None,Medium,6,3,Back Pain; Shoulder Pain,3,$40K-60K
2025-06-18,40,36-50,Male,Oceania,Technology,Data Analyst,Hybrid,48,Stress Disorder,High,10,4,Shoulder Pain; Neck Pain,1,$80K-100K
2025-06-18,45,36-50,Female,South America,Manufacturing,Data Analyst,Onsite,53,ADHD,Low,3,3,Back Pain; Eye Strain,2,$80K-100K
2025-06-18,62,51-65,Female,Africa,Marketing,Data Analyst,Remote,44,None,High,7,1,Eye Strain; Neck Pain; Wrist Pain,4,$60K-80K
2025-06-18,43,36-50,Male,Africa,Technology,Data Analyst,Remote,45,Stress Disorder,Medium,6,2,None,5,$60K-80K
2025-06-18,35,20-35,Male,Africa,Professional Services,Data Analyst,Hybrid,47,None,High,10,1,Neck Pain,1,$60K-80K
2025-06-18,51,51-65,Female,Asia,Marketing,Data Analyst,Onsite,65,Anxiety,High,7,2,Back Pain,2,$100K-120K
2025-06-19,43,36-50,Non-binary,Asia,Finance,Data Analyst,Onsite,65,ADHD,Medium,6,4,Shoulder Pain,2,$100K-120K
2025-06-19,29,20-35,Male,Europe,Customer Service,Data Analyst,Remote,58,Depression,Medium,5,5,Back Pain,3,$60K-80K
2025-06-19,31,20-35,Male,Asia,Finance,Data Analyst,Onsite,54,ADHD,Low,1,3,Shoulder Pain,5,$80K-100K
2025-06-19,51,51-65,Male,Africa,Manufacturing,Data Analyst,Onsite,52,Depression,Medium,5,1,Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-19,61,51-65,Female,Asia,Professional Services,Data Analyst,Onsite,53,Anxiety,Low,1,1,Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-20,49,36-50,Prefer not to say,Oceania,Manufacturing,Data Analyst,Onsite,65,Stress Disorder,Medium,4,1,None,3,$60K-80K
2025-06-20,33,20-35,Female,Oceania,Education,Data Analyst,Onsite,49,None,Low,3,1,Back Pain; Shoulder Pain; Wrist Pain,5,$60K-80K
2025-06-20,43,36-50,Male,Europe,Professional Services,Data Analyst,Onsite,65,Burnout,Low,3,5,Neck Pain,1,$60K-80K
2025-06-20,29,20-35,Non-binary,Africa,Education,Data Analyst,Hybrid,40,Anxiety,Low,2,5,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-20,46,36-50,Male,South America,Professional Services,Data Analyst,Onsite,57,None,Medium,5,3,Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-20,29,20-35,Female,Europe,Healthcare,Data Analyst,Hybrid,64,ADHD,High,10,3,None,1,$80K-100K
2025-06-20,43,36-50,Male,North America,Professional Services,Data Analyst,Hybrid,53,None,Medium,6,2,None,3,$80K-100K
2025-06-20,44,36-50,Male,Africa,Professional Services,Data Analyst,Onsite,51,Stress Disorder,High,10,4,Eye Strain; Wrist Pain,1,$80K-100K
2025-06-20,39,36-50,Male,North America,Technology,Data Analyst,Remote,39,ADHD,High,9,2,Back Pain,4,$80K-100K
2025-06-20,43,36-50,Female,North America,Finance,Data Analyst,Onsite,37,PTSD,Medium,6,3,Back Pain,2,$80K-100K
2025-06-20,31,20-35,Male,North America,Education,Data Analyst,Onsite,39,None,High,10,3,Eye Strain,2,$80K-100K
2025-06-21,32,20-35,Female,Africa,Healthcare,Data Analyst,Remote,50,Burnout,High,10,3,None,3,$100K-120K
2025-06-21,29,20-35,Female,Europe,Manufacturing,Data Analyst,Onsite,58,Depression,Medium,6,2,Back Pain; Eye Strain; Neck Pain,3,$80K-100K
2025-06-21,23,20-35,Male,Asia,Customer Service,Data Analyst,Hybrid,58,PTSD,Medium,6,2,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$100K-120K
2025-06-21,54,51-65,Female,Africa,Technology,Data Analyst,Hybrid,42,None,High,10,2,Back Pain,2,$60K-80K
2025-06-21,47,36-50,Female,North America,Customer Service,Data Analyst,Remote,38,Stress Disorder,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,4,$60K-80K
2025-06-21,44,36-50,Female,Asia,Healthcare,Data Analyst,Remote,57,Anxiety,High,8,5,Eye Strain,3,$80K-100K
2025-06-22,53,51-65,Female,South America,Finance,Data Analyst,Onsite,54,ADHD,Medium,4,3,Back Pain; Eye Strain,3,$60K-80K
2025-06-22,61,51-65,Male,Asia,Education,Data Analyst,Onsite,63,None,Low,2,2,Back Pain; Shoulder Pain; Eye Strain,3,$120K+
2025-06-22,22,20-35,Male,South America,Education,Data Analyst,Onsite,61,Burnout,Medium,4,2,Back Pain; Eye Strain,4,$100K-120K
2025-06-22,60,51-65,Male,Oceania,Technology,Data Analyst,Onsite,56,None,Medium,5,1,Back Pain; Eye Strain,2,$80K-100K
2025-06-22,51,51-65,Female,South America,Technology,Data Analyst,Remote,42,Burnout,Medium,5,2,Back Pain; Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-22,44,36-50,Female,South America,Professional Services,Data Analyst,Onsite,53,None,High,8,1,Back Pain; Shoulder Pain; Wrist Pain,1,$60K-80K
2025-06-22,49,36-50,Female,Africa,Technology,Data Analyst,Onsite,36,None,Low,2,5,Eye Strain; Neck Pain,3,$40K-60K
2025-06-22,23,20-35,Male,South America,Professional Services,Data Analyst,Onsite,61,None,High,8,5,Shoulder Pain; Eye Strain; Neck Pain,2,$120K+
2025-06-22,33,20-35,Non-binary,North America,Technology,Data Analyst,Hybrid,53,Depression,Medium,6,1,Back Pain; Eye Strain; Neck Pain,4,$80K-100K
2025-06-22,59,51-65,Female,Africa,Technology,Data Analyst,Remote,38,Stress Disorder,Medium,6,3,Back Pain; Shoulder Pain,4,$100K-120K
2025-06-23,29,20-35,Male,Europe,Retail,Data Analyst,Onsite,46,Anxiety,Low,2,3,Back Pain; Shoulder Pain; Wrist Pain,2,$100K-120K
2025-06-23,50,36-50,Female,South America,Technology,Data Analyst,Remote,65,None,High,7,3,None,3,$80K-100K
2025-06-23,30,20-35,Female,Europe,Retail,Data Analyst,Onsite,57,ADHD,High,9,2,Neck Pain,3,$60K-80K
2025-06-23,43,36-50,Female,Asia,Professional Services,Data Analyst,Onsite,41,None,Low,3,3,Eye Strain,3,$40K-60K
2025-06-23,57,51-65,Female,Africa,Retail,Data Analyst,Remote,53,None,High,7,5,Eye Strain,5,$80K-100K
2025-06-24,35,20-35,Non-binary,Europe,Finance,Data Analyst,Remote,46,Burnout,High,10,3,Eye Strain; Neck Pain,5,$60K-80K
2025-06-24,57,51-65,Male,South America,Professional Services,Data Analyst,Remote,60,None,High,8,1,Shoulder Pain,4,$60K-80K
2025-06-25,49,36-50,Female,North America,Education,Data Analyst,Hybrid,44,None,Low,3,1,Back Pain; Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-25,48,36-50,Male,South America,Education,Data Analyst,Onsite,57,None,Medium,4,1,Back Pain; Shoulder Pain; Neck Pain,1,$60K-80K
2025-06-25,62,51-65,Male,Asia,Customer Service,Data Analyst,Onsite,41,ADHD,Medium,5,3,Eye Strain; Neck Pain,3,$60K-80K
2025-06-25,56,51-65,Female,Oceania,Manufacturing,Data Analyst,Onsite,53,ADHD,Low,1,3,Back Pain,2,$60K-80K
2025-06-25,55,51-65,Female,North America,Finance,Data Analyst,Remote,60,Anxiety,Medium,5,3,Neck Pain,3,$80K-100K
2025-06-25,42,36-50,Female,South America,Professional Services,Data Analyst,Hybrid,42,Burnout,High,8,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-25,41,36-50,Male,South America,Technology,Data Analyst,Onsite,52,Burnout,Medium,5,4,Shoulder Pain,2,$40K-60K
2025-06-25,63,51-65,Male,Europe,Finance,Data Analyst,Onsite,54,Anxiety,Medium,5,3,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-26,35,20-35,Male,North America,Retail,Data Analyst,Onsite,50,Burnout,Low,2,3,Eye Strain,2,$80K-100K
2025-06-26,62,51-65,Female,Asia,Finance,Data Analyst,Onsite,63,Depression,Medium,6,2,None,4,$80K-100K
2025-06-26,24,20-35,Male,Africa,Manufacturing,Data Analyst,Hybrid,35,Depression,Medium,5,3,Back Pain; Shoulder Pain,5,$40K-60K
2025-06-26,47,36-50,Female,Asia,Healthcare,Data Analyst,Onsite,38,PTSD,Low,3,5,None,3,$120K+
2025-06-26,42,36-50,Male,Oceania,Technology,Data Analyst,Hybrid,55,ADHD,High,10,2,Back Pain,1,$80K-100K
2025-06-26,59,51-65,Female,Asia,Professional Services,Data Analyst,Onsite,64,Stress Disorder,Low,3,4,Eye Strain; Neck Pain,2,$60K-80K
2025-06-26,42,36-50,Male,Asia,Healthcare,Data Analyst,Hybrid,53,Anxiety,High,8,2,Shoulder Pain,4,$40K-60K
2025-06-26,62,51-65,Female,South America,Professional Services,Data Analyst,Hybrid,38,PTSD,Medium,6,4,Shoulder Pain; Neck Pain,3,$80K-100K
2025-06-01,25,20-35,Female,Oceania,Technology,Data Scientist,Hybrid,57,Burnout,High,7,2,Back Pain; Eye Strain,1,$80K-100K
2025-06-01,42,36-50,Female,South America,Retail,Data Scientist,Onsite,54,Anxiety,High,7,5,Back Pain; Shoulder Pain; Eye Strain,2,$120K+
2025-06-01,53,51-65,Female,North America,Marketing,Data Scientist,Onsite,56,ADHD,High,8,1,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-01,49,36-50,Male,Asia,Manufacturing,Data Scientist,Hybrid,35,Depression,Low,2,3,Shoulder Pain,4,$120K+
2025-06-02,30,20-35,Male,Oceania,Manufacturing,Data Scientist,Hybrid,47,PTSD,High,7,3,Shoulder Pain; Eye Strain,4,$100K-120K
2025-06-02,60,51-65,Non-binary,South America,Customer Service,Data Scientist,Onsite,51,Depression,High,9,3,Back Pain; Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-02,34,20-35,Male,Africa,Professional Services,Data Scientist,Remote,63,PTSD,High,8,5,None,5,$100K-120K
